episode_id,video_id,clip_path,person_id,start_frame,peak_frame,end_frame,start_time,peak_time,end_time,main_label,confidence,intensity,eye_involvement,mouth_movement,cheek_raise,symmetry,visible_quality,usable_for_training,note,occlusion_type,occlusion_start_frame,occlusion_end_frame,occlusion_severity,occlusion_note,occlusion_segments
E000128,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,0,80,95,0.000,2.667,3.167,polite_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000129,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,95,,1084,3.167,,36.133,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000130,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,1084,,1255,36.133,,41.833,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000131,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,1255,,1603,41.833,,53.433,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000132,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,1603,1677,2329,53.433,55.900,77.633,bitter_smile,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000133,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,2329,,2947,77.633,,98.233,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000134,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,2947,2978,3012,98.233,99.267,100.400,polite_smile,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000135,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,3012,,3066,100.400,,102.200,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000136,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,3066,,3178,102.200,,105.933,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000137,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,3178,,3614,105.933,,120.467,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000138,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,3614,,3707,120.467,,123.567,discard,5,3,3,3,3,unknown,good,no,,none,,,none,,[]
E000139,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,3707,3764,4071,123.567,125.467,135.700,bitter_smile,3,3,3,3,3,unknown,good,yes,,none,,,none,,[]
E000140,20250926_part003_start000870s_end001170s,E:\Matsuda_data\split_videos\20250926_part003_start000870s_end001170s.mp4,,4071,,4958,135.700,,165.267,neutral,5,3,3,3,3,unknown,good,yes,,none,,,none,,[]
